Username,Stars,Time,Text,Images
Nico Hsieh,1,3 年前,請店員調飲料時不要把手指插進去飲料裡面！超噁心！😤😤😤 …,
喵咪,5,2 年前,"服務態度很好👍
珍珠蜂蜜鮮奶普洱很好喝，你們可以喝喝看😊 …",
Allen,5,4 年前,"在師大工作快兩年
終於等到他開了
清心的冰淇淋紅茶大推
從大學喝到現在不會膩",
Roy洛伊,1,1 年前,今天的員工不行 多多綠喝起來像水⋯,
林皖昀,5,1 年前,紅茶拿鐵加珍珠，過蜜，甜度剛剛好😍 …,
黃柏翰,5,4 年前,這間飲料店員好客氣，飲料調配的也很好，會再造訪，太棒♥,
ru ru,1,2 年前,點餐很慢 飲料還難喝 跟南部真的比不起,
蘇威,1,3 年前,昨晚來了一杯茶，點無糖給了半糖，這教育員工教育訓練有待加強。,
蔡小玲,5,2 年前,經過都一定要來一杯隱藏版超好喝的啦,
KE Lee,5,4 年前,珍珠煮的超級入味超好吃,https://lh3.googleusercontent.com/grass-cs/ANxoTn3wKuM3uenLqVe-j5xwL8Pou5-3NgC4jSHzLJXOXEomTJ5wOtQQXIhYG4Xf3E0xZIBPmJdBzZhN1-TlTcDdXznxcJCq8A2O3zpy11DU3wVUTZH3ecD8KLzgkNfK3SXXZVxLcEJG=w600-h450-p-k-no
Liu wenhua,5,9 個月前,材料實在，口感很棒。,
邱佩珊,5,2 年前,買過一次，超愛，老闆跟闆娘服務超好❤️,
劉芝妤（凱西）,5,2 年前,"服務親切，品質好
繼續加油～會再回購喔！",
侯怡卉,1,2 年前,女店員態度好差 下次不會來買了 氣4,
jyun Chao Huang,1,3 年前,載具放桌上給她看了 然後還給我發票？,
香香Rainie,5,1 年前,店員貼心，飲料夠燙！讚爆！,
田中吉,5,4 年前,買了一杯四季春，是我在台北喝過最濃的，讚。,
黃明心,5,2 年前,服務人員很敬業，飲料上的很快而且很好喝,
詹家丞,5,2 年前,來買十幾次店員服務態度都超好,
詹子寧,5,4 年前,老闆娘很漂亮，服務很好，飲料解渴好喝喔！,
Summer Lin,5,4 年前,店面乾淨溫馨，店員親切貼心，會再來消費喔👍 …,
鄧氏愛美,5,上次編輯：2 年前,飲料超好喝，服務員態度很好🥰 …,
S,1,3 年前,"外送等了一個小時…
還取消其中一杯
還不能修改",
玉米,4,上次編輯：10 個月前,常常點微糖變成無糖,https://lh3.googleusercontent.com/grass-cs/ANxoTn07jTyXoA5PwwklK1ovetmwtLb74e1orNtouuG3L8Geb0gDHJiBTjV-7Qkt-yXv8s6hwsVnXkuVkR7oTkG7unfbKjaN4A756gQOTtQIV4CNRXQ7SeRNVqqjwK0TYmw-tczMsuHY=w600-h450-p-k-no
林柏皜,4,2 年前,點了少冰卻一顆冰塊都沒有🥲 …,
Amber妤潔,5,4 年前,服務態度好，快速出單，真解了燥熱天氣,
Starries L.,5,4 年前,不得不讚揚服務人員服務態度都好親切而且笑容可掬🤗 …,
Rima Huang,5,4 年前,服務很好👍🏼 …,"https://lh3.googleusercontent.com/grass-cs/ANxoTn33kWx4z5psGCWFhDNg33iv6C6XheMOS5zLfIhlK6YIIVyg-MuCtH6LgDUYGHlXk8xZkdSsyW3bkG4FxiT2HGDmeljxkvZM6CyCbxPZMcjdiwBdYhdmJLKHPGzBsXCCcG4ICYqT=w300-h450-p-k-no, https://lh3.googleusercontent.com/grass-cs/ANxoTn13licZnTc0eJFFKevWeIfAUAF8C2MhREASXl_2QJ3B7g5jmfKaf4HA0cZ7s3iNHxqNHrVPhotmibfJsHqiYrL0S6reex1jMN4M6zzMc2MTonJZVhjTBMPpUpjbbCcyMpk5XdqI=w300-h225-p-k-no, https://lh3.googleusercontent.com/grass-cs/ANxoTn2VdaDB09l7NoV6raWX7_dKIvgvHN81AOXSJUc8uk1J1vSbSeAi0hONVfUSIDsUv3mmIcrVvxemtNfZqY3VyLc6658Cl8jhQc6re6K9iGdIbLetw6tFKWcf6TBDTR_fsehRqhs=w300-h225-p-k-no"
Dylan Chen,1,3 年前,今天的男店員一臉不耐煩，態度不是很好,
Tiffany Su,5,4 年前,服務好，態度親切，乾淨衛生！好喝👍 …,
陳諾亞,5,4 年前,"大推藍莓醋夏天消暑解渴
常常購買
店員細心又貼心",
邱振盛,3,2 年前,店內臭臭的，在櫃檯點餐就聞得到。。。,
Samuel Huang,1,4 年前,"中長捲髮男性
可以再沒效率一點",
翔,5,3 年前,仙草凍奶茶跟多多綠+多多好喝！,
廖小天,5,4 年前,環境整潔，服務態度佳，一定回購！,
瑞森蔡,5,4 年前,店很新 服務也很好 不錯喔~,
周銘仁,5,4 年前,服務很好喔，親切客氣有效率。,
Jenny wu,5,4 年前,服務態度好，飲料品質穩定,
Julia Wang,5,11 個月前,多多綠茶好喝,
Ash,5,3 年前,點餐流程順暢，飲料製作快速。,
ke y,5,2 年前,老闆很親切．服務真好,
你身體挺結實的嘛,5,3 年前,晚班櫃檯服務人員態度良好,
王珊珊,1,2 年前,一杯飲料等的有夠久,
藍涵愉,5,2 年前,老闆人很好！！！,
Fion Chang,5,3 年前,飲料很好喝 茶味香濃,
Anson Hung,5,4 年前,還是清心好喝啊！,
謝宗勳,5,2 年前,服務讚讚,https://lh3.googleusercontent.com/grass-cs/ANxoTn27jDwmbqlzDSv_e6K25onWQxdhs9STTh8M30fkKddqjUAs2x2FmPkR9YfA53XgTujw1RvTCb6GVghVG1TCxIUUNdwbX0CRgrsgewTkCoP_zH6uhPi90jlASCNy5Z34j_mONwEnzA=w600-h450-p-k-no
傅仕倫,5,4 年前,"清潔的環境
到位的飲品",
-楊雅筑,5,2 年前,老板態度超好👍 …,
廖凡靚,5,2 年前,蜂蜜普洱讚讚👍🏻 …,
涂采濡,5,4 年前,回甘就像現泡,
李提那,5,4 年前,蜂蜜綠茶最解渴了😃 …,
劉守,5,4 年前,服務親切，速度快,
周芳如,5,4 年前,老闆服務很好,
Kiwi Hiền,5,1 年前,飲料好喝🥤 …,
成助賣屁股專門的店顏成助力,2,2 年前,衛生待加強。,
芝芝,1,3 年前,飲料都缺貨？？？？,
林航,1,1 年前,動作真慢,
張傑克,5,4 年前,服務好！！,
uly Y,5,4 年前,工作人員親切,
啊逗比,3,3 年前,飲料店,
Li Irene,1,1 個月前,"店員態度冷淡
飲料也很淡… …",
昌主全,5,4 年前,服務好,
Genny Kellogg,5,5 個月前,這家是我在師大附近最喜歡的茶飲店之一，珍珠和果凍給得很多，荔枝茶也超讚。,
kelly chen,5,1 年前,冬瓜青茶好喝✌️✌️✌️,"https://lh3.googleusercontent.com/grass-cs/ANxoTn2gJFg9n5NIwV3YU9rmoHETv8iy6jIfl_cdAG4Z0r7cLAp2AJ-igFY-5EW2FgSRebLysF--Fepb-QAWYmQdFK5WCPmFPZctGADJ3WBlfQYrck4E4dDhUTJVJ6nd9Xg32mXJTp1sfQ=w300-h225-p-k-no, https://lh3.googleusercontent.com/grass-cs/ANxoTn2cSf8GCS2OKc8yXCQhkB7M4hLC3xg4LKUXci8oKFEA9mQ02zktinhUjqWoQ9gNZ7EFbj5wfr6JgDkbSa3AF7iA0y4ePA-XEwOKcivQvcwPJlCjRZEsLWvIvJe1pxV5O67swn-d=w300-h225-p-k-no, https://lh3.googleusercontent.com/grass-cs/ANxoTn0o--pQH2L6Fn5yyn-cCrWtBsMghT5VZ0GYkVDPkMcxSzrx4_NZ2X70fgiN1xamNwrgoCpGb5UfNsNmmRDV1I7pLXDB6GWBpFdMSya79vCdhlGyaDt_hiXe1vGhqb6ozP-ZC69Fkg=w300-h225-p-k-no, https://lh3.googleusercontent.com/grass-cs/ANxoTn1Aj5LvlXgSQDLYkE8IPOOyiyo-HUz0MFHlEr64kJk22qicOq-wyaU3FPz9w3CgL01392h8DbLEBHQJHlC0tmvar3nAkBH8-LE8oZyz3r8zHeqhMQY7yCTGlPy7psIa8etwdaIr=w300-h225-p-k-no"
Joe,5,5 個月前,好喝！,https://lh3.googleusercontent.com/grass-cs/ANxoTn0DaDGyhRXOIRZFyXEm4tO5tf7AaM36IIynKyaFZDcIIO1owVR-Na6haY48jsg6alRcQeighK59N1tkiY9WLOjd4cumYFfNbzx1mnmqMkaS0vgW-kU_0-usYga6Ema3EkQvJf7ptcYnHzY=w600-h450-p-k-no
