Username,Stars,Time,RawTime,Text,Images
Yii Chen,5,2024-05-19,2 年前,4⭐️ 外帶晚餐回家吃，在巷子內的小店，沒有內用空間，可以先打電話再去拿，我點了海南雞便當，有配菜110，價格正常，有煮菜跟兩個配菜，分別是青菜跟百頁豆腐，肉的部分正常水準，屬於日常可以買的家常味，大家到附近可以試試哦☺️,
風林火山（biaggi）,5,2023-05-19,3 年前,吃過一次cp值高，好吃又便宜，椒麻雞不是那種炒的，應該是用了去骨雞腿排油炸，很酥脆，在附送2包泰式醬汁，肉超多的才賣一百元，既然有人能睜眼說瞎話只有一小塊，真是世間人百百種,
Jamie Lee,4,2023-05-19,3 年前,椒麻雞，咖哩，打拋豬都不錯吃！,https://lh3.googleusercontent.com/grass-cs/ANxoTn26weO5vJfZrQI5wIxEzJ-ceH05d-RiiQBDKQoMWyMOIgyFZ6wyBpRAt30p61xnADOrP2WAy7i5FeHkiOM4yHYTNs1rT4TbldeNerL6l8DYGaaX1XT4LTCzc2D3_XLrtAvA6R6C=w600-h450-p-k-no
李樂蒂,5,2023-05-19,上次編輯：3 年前,餐廳的料理水準，便當的價格，如果有配菜可以加價選擇就100分，另新增的泰式酸辣鍋非常美味，大勝3媽系列小火鍋店,
Sea Chel,5,2024-05-19,2 年前,"吃超超超超超超飽
然後綠咖哩真的蠻好吃的
又有賣一些蠻特別的可愛進口泰式飲料
俗擱大碗
值得再訪",
Amy,1,2024-05-19,2 年前,"有夠爛 叫他們店內的外送說12點前會送到
12:08還在打來問我外送的位置在哪裡
11:40幾分就已經有打電話問要送了沒
店員也只是一直回12點前會送到
結果也沒有準時
中午休息就1個小時
沒有辦法外送就不要答應
根本就是在造成人家的困擾😡",
Evelyn,5,2023-05-19,3 年前,非常好吃❤️肉給的很多！👍,https://lh3.googleusercontent.com/grass-cs/ANxoTn1yzhgKbwscJHxtBsVKYaBd4Hebmj4nuvjSZTuCoFaZVUiRJFQrpU2kWHgIcFLaIEA-f9GPNDfQBlXRSi51M4o3PD82gpaU3SGIkd62-U4yU2AOVcyfHvPrHZXARU2VQyBszrpy=w600-h450-p-k-no
Bela Huang,5,2022-05-19,4 年前,好吃喔！常買外帶,"https://lh3.googleusercontent.com/grass-cs/ANxoTn2rL0No3h2YdgPCyreHLFus61C81fDfxftgsDdVezlBKhsEzmDnTAdATsKUTH1XKx0ucZbdmWg_XmUm__LFYBfQJgtPOKZy1k9ltiF3jCpTI4zQEnJKWe1ySrKhFuf-VEpUJyCvxg=w300-h450-p-k-no, https://lh3.googleusercontent.com/grass-cs/ANxoTn2N-PblMg_9Cm7BAPi9BszjNqvvrtkhmfXQWXJplSrKcpeqUjgOq9t46-E9ZGM4eiE88CP4e0xaFN8n-FZN8OvwazYmwRXMWJjDj9gOk7aVIe5qStxQSiSzmwxtHBHvFe7QsftZ=w300-h450-p-k-no"
i R i S Li,1,2023-05-19,3 年前,"點了海南雞肉飯
很失望都不是正宗的海南雞肉飯",https://lh3.googleusercontent.com/grass-cs/ANxoTn3uv-k76711SM4s2wPSa6p5v_1DjT-mkdUYpBneAO_wubk6VvO7eQt55X_7Tm23JJbTT3cVrKmQwK7e-Jy8VumrWmvVS7YLPMUr5yrj0iaiIZ_ChUVlfNDTOfFGH40wSODHxxgF=w600-h450-p-k-no
steven tsai,5,2022-05-19,4 年前,真的美味，椒麻雞搭配附送的醬料簡直是太好吃了！下次再來試試看其他的餐點😄 …,
Kevin nic (NIC),4,2024-05-19,2 年前,"下次出餐前先檢查一下有沒有漏東西
因為我這次點椒麻雞飯沒附醬有點失望",
小路,5,2022-05-19,4 年前,非常驚艷，很道地泰式，價格也合理，醬料都很特別，米是泰國米，椒麻雞不錯吃，推！,
Yi Ting Hu,5,2022-05-19,4 年前,買過很多次了，覺得打拋豬好好吃😋外加一定要配上泰奶一起喝，讚讚 …,
篝火狐鳴,5,2023-05-19,3 年前,"看了評論點紅咖哩雞飯，雞肉很多，咖哩很好吃
謝謝推薦~~",
莊王政（黑豬）,4,2023-05-19,3 年前,"招牌不顯眼
出來覓食轉頭看到小招牌跟店面
點了一份椒麻雞飯，我愛吃。",
P Miss.,5,2022-05-19,4 年前,打拋豬飯、椒麻雞都好吃，泰式奶茶也很優，平價的泰式料理，推推！,
SIAO-YUN HONG,3,2022-05-19,4 年前,口味太淡，打拋豬泡在湯湯水水裡，沒什麼香氣。,
Ada,1,2022-05-19,4 年前,椒麻雞飯……雞肉一小塊，炸皮厚！加一顆核包蛋超傻眼……不會有下一次機會了……,
T.W. Huang,4,2023-05-19,3 年前,建議椒麻雞的醬料可以貼在盒子上，比較容易看到,
鍋燒麵,4,2022-05-19,4 年前,我愛打拋豬，口味要在重一點！好吃😋 …,
陳淑珠,4,2022-05-19,4 年前,餐點簡單幾樣，但是清爽不油膩，夏天吃很適合。,
GG,5,2022-05-19,4 年前,涼拌海鮮料冬粉料超多，奶茶也很濃，不錯哦。,
Tiffany Ku,5,2022-05-19,4 年前,"東西好吃😋喜歡涼拌海鮮份量多
老闆跟老闆娘很親切噢👍 …",
張富傑,3,2024-05-19,2 年前,以這個價格來說，我覺得普通,
余桂珍,4,2024-05-19,2 年前,綠咖喱椰漿香味足，推！,
Franky,5,2025-05-19,1 年前,海南雞肉,https://lh3.googleusercontent.com/grass-cs/ANxoTn2f_l2Ubuu3yVSkZBAt2qTIGdUlFW34vCwK5dqt2TaHprtiJNrBw9CLoVv0v09EWnROco9q8DXnT2vR5ja-aIiPNxhO1n-QEBY0HvNbVy-fgHE05y2YGogSvlKCDZ6rRjmH1rHKyQ=w600-h450-p-k-no
芷妤林,5,2022-05-19,4 年前,"綠咖哩超讚👍
泰式奶茶超好喝～ …",
廖品淮,5,2022-05-19,4 年前,真的很好吃！下次會在來,
Wei Han Jan,5,2023-05-19,3 年前,紅咖哩豬蠻好吃的,
Taylor Taylor,2,2023-05-19,3 年前,男店員不衛生動作又慢,
Jay,5,2023-05-19,3 年前,"五星好評

但有點辣",
Andy Liu,5,2022-05-19,4 年前,"味道ok, 價位ok, 老闆也ok 👍 …",
陳寇伊,1,2025-06-19,11 個月前,很難吃,
李阿萬萬,1,2022-05-19,4 年前,貴東西超少,
阿利安,4,2026-03-19,2 個月前,現做的蠻好吃的，可惜價格偏高，如果單價能降20元保證生意更好,"https://lh3.googleusercontent.com/grass-cs/ANxoTn2zkGjEE-uHDrNZz2huwIr7sY0Lb7I8c9T_xruSC61sE-5GadeUNTYiKwNOkwxhLgr89K89HW_0Bf24DtkocZw9v88_nX-QrRUOhA5v0GFE4JJ0GGDV_NOI6wWOqNvCQy6EIpvWmRY0qBtg=w300-h450-p-k-no, https://lh3.googleusercontent.com/grass-cs/ANxoTn0bXTHjb_4tyJAp6euVaqJMgSyfic_lNVOuYSjk3WrBvC6CryLvRLiCba1oufJreCBOeTF1EaSn5sNP6y9caRQ85slfBSRhAKDInQovMBOwM4V8f-nPdD-o6qSEDD7LY-_Kfr1ZUbgLPkZ4=w300-h450-p-k-no"
Joy,5,2024-05-19,2 年前,好吃，上餐速度也很快。,"https://lh3.googleusercontent.com/grass-cs/ANxoTn3owzC2Nq5uvfKo15OnsVqapCwI0x0QlXGq_5XAfpgZfU6FJoZFinaNCxfCT5-c-0TV211fQ5GCgB9b-U9kLajUMYWWQnGi9pB3R0xhFcdmy4PpMTHeXt1M6yCFV61EfVckuTYF=w300-h225-p-k-no, https://lh3.googleusercontent.com/grass-cs/ANxoTn03GobMIjH1j8tIN2NJVE8UmGJqOXSCPGEkDSHLhBOCbwuz9U2urfz1C_dXbOpfz5LwWO3qs5wUjPdI3RGy8cAb6ry9de2ZgrohaqXsSqwK15uwRnsGJ3ihmkbCtho2RrzmtM87Tw=w300-h225-p-k-no, https://lh3.googleusercontent.com/grass-cs/ANxoTn0o3oVWEL4evQr5SaB9HY7V15wCySQdhPUaXNjd3aTd6hX6KUuhgZvKjjjYusyhIXW1KZKbx-NGqZIUlyCtyD7qJBOz3xPxMJACbesQWKVWQ2w0d57VwhC9zt4EjDgeJBp35RU=w300-h225-p-k-no, https://lh3.googleusercontent.com/grass-cs/ANxoTn3urZ4rfiZ8QHI4TqfgLutTR1j8gXzHdGZDoRt7zh1EHxiFXwkTulqIGZtSs8Sm-V9XvaEjfJ-KQlK3w3xr0LHwE0hVCIXlboQvQSFHlw6KxQNIhML4zsZKHUA6Hl-3uuHBolho=w300-h225-p-k-no"
青楓,5,2025-05-19,1 年前,好吃,https://lh3.googleusercontent.com/grass-cs/ANxoTn3HTS_1DeIpM-JHpTaracMx1l9GOd2LLNfyA-rk6EbmXFlKHQLVFtROZMFq79_44bWKXxYBtUSi4-G-yH_gQsOVY0KoEGMCH9yu7wOxanr9plViKpTtuX8AdgvTkIQEgDH983gO=w600-h450-p-k-no
余悅禎,3,2025-11-19,6 個月前,,"https://lh3.googleusercontent.com/grass-cs/ANxoTn0U7k83srzrcbKg4FjiQMqZfb0gKvL0OGni8q92kr8HbEaJwOEoOc7xDpovgMCiJtQKO9AxSRh56VAHIISipgeMIu2csonhKZZ_h9upnfKIR_3gjMC7sx1lvRjt9gegfucctDbehTlY6XrC=w300-h450-p-k-no, https://lh3.googleusercontent.com/grass-cs/ANxoTn39YtPoZ2FQeCB-qqJiU1CfJ0iWAUyZVeuOjL5L1cO0goXgFtRdvIJ81n-ghbDts3z5ieXBxQHnsdf4aLza7kbAE1H7uSsxBkJvAsx-Oq6PuiHlEETKiKc4l3ZhKU7qNY9U43iU6YmY3M1B=w300-h225-p-k-no, https://lh3.googleusercontent.com/grass-cs/ANxoTn0_V2Noaq-J8tGlkBZ86ynJbCsNX2r3VVcMhK0eBe3veH6J3rbPqPbpnR61PSjv-74rN5DYpkO3fRWhZnWenRsrYvaR7usL5lq1uZ0WCfu4KQ3X4CtoI3gSkMQzSGY6M-LoUiP0Y_wy_2VL=w300-h225-p-k-no"
Auchawadee TOUMYU,5,2023-05-19,3 年前,非常好吃💖💖 …,https://lh3.googleusercontent.com/grass-cs/ANxoTn1RBUVmsXgizGAaZIjpfrBkAG1wAhS7DAgH5Bo8ViU0YVWoDjF-c_IihMYKY2jCwqU_dTd2DG3w5uGXCj3sbkmgm7pghUR3YAIsc71k2AF79OmQO143n_myucO7hwBW6gA6s3k=w600-h450-p-k-no
R J,5,2025-05-19,1 年前,喜歡這裡的咖哩！,https://lh3.googleusercontent.com/grass-cs/ANxoTn1mAZEMNaTMbMUf-BA7GMmms-onq1HJ0iOawH7YBm3kyYF2gxrhnPbZbpYkYClCmVZhg0JdEs0GXhLlSfQt5KeMzXulgAxhVlZVZnchOUzW3ykQ8c1WGdkPl9zTvpUHOclinrE=w600-h450-p-k-no
Ka kaka,4,2024-05-19,2 年前,,https://lh3.googleusercontent.com/grass-cs/ANxoTn2Tf0eCBzOFID_fliTVKtxhA-lcG4P2QQ5lUTYaN-6PgSwiC9yUVbpSG1Yw3KMpMZRgDPijbfGI2pDYgpZXaSE3og0GxhSkiJ-c80VddmwYY_dtVL711PS9bYKJPk41TX3ocs0=w600-h450-p-k-no
謝晶沛,5,2026-02-19,3 個月前,,
Kun-Yao Lin,5,2024-05-19,2 年前,好吃,
林建邑,5,2022-05-19,4 年前,很好吃,
Kao,1,2025-05-19,1 年前,,
Sai Sandeep Mutyala,5,2025-05-19,1 年前,,
張育誠,5,2025-05-19,1 年前,,
Peter Wu,4,2024-05-19,2 年前,,
Gabriel Chang,4,2023-05-19,3 年前,,
黃成弘,4,2023-05-19,3 年前,,
官秉學,5,2026-05-12,1 週前,,https://lh3.googleusercontent.com/grass-cs/ANxoTn0RPCBB2h_bp3LiWnNWgQ7sNG2Av6bMT4d60yVQyB-PBreJ9Ud9cY4HWmaD8Ef2d2SJ-TJJkfjF2X9QNROlDLpCS60OqDaVZBD85ayU-oZDFQYrBzUBfzrDFIZ2S9Dnft15PjQxtyA8g1Aw=w600-h450-p-k-no
Frankie Tseng,4,2025-05-19,1 年前,,
楊雅筑,2,2023-05-19,3 年前,,
黃翔,4,2022-05-19,4 年前,,
熊國憲,5,2022-05-19,4 年前,,
